snippet,price change,News Sent.
"TunesMap, which offers a feed of videos, photographs and links to related material when songs are streamed, will make its debut as an Apple TV app in November Even as China scolds Seoul for housing a US missile defense system, its businesses and consumers buy up more Korean semiconductors and cosmetics In Autumn, addressed to his unborn child, the Norwegian writer focuses on the household preoccupations of middle age, shorn of novelistic glamour",neg,neg
"IBM has shifted its center of gravity halfway around the world to India, making it a hightech example of the globalization trends that the Trump administration has railed against The agreement, under which the former symbol of Japanese industrial might will keep a minority stake, values the operations at about  billion If you dont have a smartphone around all the time for getting twostep verification codes, you can get those digits by voice or paper The administrations proposed tax cuts give companies most everything they wanted, while skeptics question whether businesses would use the savings to hire and invest Heres what you need to know to start your day",pos,neg
"The company introduced a wide collection of new Echo devices that are smaller, cheaper and, in some cases, built for specific areas of the home Our guide to cultural events in New York City for families with children and teenagers While the Yankees did not gain any ground on Boston, they still could win the division or force a onegame tiebreaker, complicating their schedule for the next week",pos,neg
"With the tech industrys increasing dominance, Jason Calacanis, a tech investor, offers a radical guide for prospering betting on more of it The search giant is changing how it operates its online shopping service, signaling a new willingness to bow to tightening regulatory pressure around the world The espionage did not involve any of the shenanigans for which the Red Sox were recently fined Instead, the fan just yelled out what he saw from the stands A visit to Em Pty Gallery in SoHo, the new retail home of the design stars label OffWhite If you like Android software and Apple hardware, you can usually find iPad versions of all your favorite Google apps to install",neg,neg
The proposal is an attempt to answer wealthy donors demands for lower taxes without being seen by the presidents workingclass base as a windfall for the rich Eight destinations spanning the continental United States that offer pretty trees  and a lot more to fill up a perfect autumn weekend trip  Satya Nadella said Silicon Valley had a significant distance to cover in offering equal opportunities for female workers,pos,neg
"Robert Gottlieb on what the genre has to offer nowadays, and what it always had to offer Investment and jobs from the repatriation of profits held abroad have been promised in the past But the incentives to executives will need to change The imagesharing social network goes beyond the traditional picture squares, but it does have standards for shape and size The largest of the developments is the new Four Seasons Hotel and Private Residences Montreal, a more than  million hotel and condo project",neg,neg
"Temasek of Singapore is set to take a minority stake in CAA, as it competes to expand globally and into the digital realm",neg,neg
"In recent years, Kifissia, an upscale Athens suburb, has attracted an appealing mix of stores and restaurants Kaleil Isaza Tuzman, whose securities fraud trial is to start in federal court in Manhattan next month, says he has already undergone a harrowing ordeal A great answer to that eternal question  What do I do with all these apples  apple butter is a sweetened, concentrated, lightly spiced spread thats smoother than jam and thicker than applesauce and fantastic on buttered toast, thinned with v A victory in the nightcap included a home run by Travis dArnaud that set a franchise season record In the first game, the Mets were stymied by the rookie starter Lucas Sims With lightup Mickey ears, cotton candy and livestreamed theme park parades, Disney remakes its stores and offers a new web store, ShopDisneycom When Daniel Caudill and interior designer Tyler Rink built a weekend house, they started with a modern box in the woods and then made it their own",neg,neg
"The vacation rental company adds a city to its list of places where you can buy a tour When the brain struggles to make sense of the world it may be less able to perform other important tasks Love it or hate it, its got people talking In Costa Rica, researchers are cloning cacao hybrids resistant to frosty pod rot, a blight that has spread throughout Latin America",neg,neg
"As social media companies wield greater power in the political system, more safeguards are needed New arrivals to America win many of our top prizes, because they hatch many of our best ideas Welcome to the latest edition of the Smarter Living newsletter Jake Elliotts field goal as the clock expired lifted Philadelphia past the Giants, who fell to  The difference between bone broth and regular broth, or stock, comes down to the length of the cooking time and the addition of acid to the cooking liquid They taste very similar, though the bone broth has a slightly more intense flavor and a thi",pos,neg
"A quarter century ago, Sam Francis was championing the things that got Donald Trump elected last year Friday How to keep leisure plans, weekend events, and free entrance to dozens of museums Much of the games history can be traced through these five ballparks, which have all been torn down Apples Watch has a bug, Facebook might be undermining democracy, and Amazon is telling us how to make bombs Tech news is weird right now Apple has generated more wealth for shareholders than any other of the top  companies, which account for  percent of stock market wealth The wearable technologies that colleges use to track players performance on the field now can follow them everywhere, collecting even more data for programs to study Ms Lambs works, staged at the Public Theater and elsewhere, often came under attack from male critics",neg,neg
"Its move to hire HTC engineers is intended to improve competition with Apple and Samsung But the tech giants previous foray into handset making did not go so well Also creating communities via clothing at Fendi and MaxMara  and some confusion at Alberta Ferretti Some steps brides can take on their own to prepare and nurture their skin in the weeks, days and hours before their wedding On the sidelines of the United Nations General Assembly, business leaders schmooze with diplomats  and one another  at private dinners and opulent events Many online services now offer three levels of picture quality for videos, but be sure to choose the best one for your device",pos,neg
This weeks newsletter provides answers to frequently asked questions about The New York Timess new bureau in Australia The deal bolsters Googles ability to build mobile hardware and joins two companies already working together on one of Googles upcoming Pixel phones Heres what you need to know to start your day,neg,neg
"Heres what you need to know to start your day When Emanuele Farneti was named editor, the fashion world was shocked Now he is the host of the biggest party of Milan Fashion Week The Taiwanese companys manufacturing model has not translated easily to other countries, where it faces different social, political and labor conditions Date night without your iPhone Thats now doable with the new cellular Apple Watch, which for the first time can be untethered from your smartphone Heres our review The board of the Japanese conglomerate is close to an agreement with a group of investors led by Bain Capital, although details must still be finalized Make Yotam Ottolenghi and Helen Gohs pistachio and rose water semolina cake, or their recipe for the worlds best chocolate cake A new set of proposals presented by officials in Brussels seek to tax technology companies differently, but risk being seen as an effort to target American tech giants Heres what you need to know to start your day",neg,neg
"The watch companys research and development director has nearly tripled its patents since his arrival in  From natural disaster to wild beasts and warfare, tragedies factual and fictional so vivid that theyll strike terror in the heart of any reader Reviewers considered the phones a modest upgrade over the iPhone  and  Plus, but several suggested waiting for the iPhone X In a symbolic passing of the guard, Mr Clinton will be the first speaker Wednesday at the Bloomberg Global Business Forum David Camerons worst mistake is ruining his best initiative Theres a lot of kibitzing and not much kvetching in a course sponsored by a Jewish nonprofit that teaches dogs and humans commands in Yiddish The Silicon Valley startup Aeva is developing new sensors that could significantly improve how autonomous vehicles see the road",pos,neg
"A very colorful puzzle by Tom McCoy The likes of Google and Amazon could see their tax bills rise, and the Fed appears to be poised to start selling off securities The web is not as open as it once was, with nationstates exerting their power over the internet Facebook and other tech companies are dealing with the consequences Facebook, Google and other technology titans are encountering more resistance to their empirebuilding, both abroad and at home The producers of the closed Broadway musical will open Samovarchik, the foods of the samurai and more news Hubert Joly, Best Buys chief executive, has reshaped nearly every aspect of the business He explains the playbook behind the companys success From Saturday Night Live to The Handmaids Tale, shows with a political  and antiTrump  viewpoint ruled the day at the Emmy Awards Brands like A Lange  Shne and Nomos are emblematic of the renaissance in fine watchmaking that has taken place in Glashtte Apples new iPhone  and  Plus have a ring of familiarity But the phones may feel like a solid upgrade from older models because of their new processor",pos,neg
"If you need a break from the constant stream of alerts, notifications and calls, check your devices settings for a Do Not Disturb feature If youre celebrating, build a menu for the High Holy Days For those not observing, New Mexican posole, braised sauerkraut and more await Stock prices are high but an expert on bubbles says the psychological underpinnings of this market appear to be different from those of  or  Lets not be blinded by optimism or biased by what we want to see We could be stuck in an unfair loop indefinitely The Victorianera Spicer Mansion opened in May  as a boutique hotel in a quiet residential neighborhood in the seafaring town of Mystic, Conn New technologies are testing the limits of computer semiconductors To deal with that, researchers have gone looking for ideas from nature",neg,neg
"Mr Hart, along with Bob Mould and Greg Norton, started Hsker D, an early member of the hardcore movement, in the late s in Minnesota Corrections appearing in print on Thursday, September ,  In Sarah Ruhls For Peter Pan on her th birthday, five siblings face the loss of a parent, their own mortality and a fear of flying Hear the new songs that made an impact this week, from Labrinths Misbehaving to Lordes remix of Homemade Dynamite This weeks Canada Letter, which is for and about Canada and Canadians, looks at the underwater hunt for traces of a Cold War fighter The commissioners office said it would donate the fine to hurricane relief efforts in Florida The benchmark index rose nearly five points on the day to close at , The Dow Jones industrial average also reached a new high at , Two Times tech reporters discuss the weeks events and developments in Silicon Valley, including a certain Apple iPhone event",neg,neg
"Nick Wingfield, a New York Times technology reporter who writes about Amazon and Microsoft, discusses the tech hes using Pamela Adlon brings a humorous twist to the pressures of being a single working mother And Julia Stiles stars in a crime drama set along the French Riviera The New Jersey city was famous for industry Now, a national park, a museum and Peruvian dishes deserve the spotlight And its still a place of poets",neg,neg
Hardware and software that declutters the phone screen and makes it easier to use can be a big help for nontechnical users Supporters and opponents of samesex marriage claim to have the best interests of children at heart as they campaign during a national vote by mail,neg,neg
"Heres what you need to know to start your day Wednesday Renewed attention on civil forfeiture, Californias persisting poverty, and the plight of the pika in the warming Sierra Nevada",pos,neg
"Gray, who pitched a great game but again got little offensive support, lost on a home run he surrendered in the eighth inning Heres what you need to know to start your day Mr Noah said, Everyone watches porn, all right Its part of being a normal human being Which is exactly why we know Ted Cruz didnt do it",neg,neg
"Mondays game between the Yankees and Tampa Bay enabled fans to sit right near the field for prices that might normally leave them in the upper deck Heres what you need to know to start your day The company announced its most expensive iPhone, priced at , at an event on Tuesday Read our analysis of what Apple unveiled Heres what you need to know to start your day Mike Cagney, the financial technology startups cofounder, told employees that HRrelated litigation and negative press had become a distraction The Japanese conglomerate has been trying to unload the business as a way to strengthen its balance sheet",pos,neg
"Ten years ago, a steady drumbeat of excitement over the iPhone turned into a frenzy Soon it was being referred to as the Jesus phone Heres what you need to know to start your day Apples annual program is an odd streaming TV event an extended commercial that the faithful watch willingly Heres what you need to know at the end of the day",neg,neg
"Heres what you need to know to start your day Heres what you need to know to start your day The hurricanes human toll has been considerable, but while initial damage estimates are being rolled back, the health of Floridas insurers could still be on the line In a fatal accident last year, the National Transportation Safety Board said, the automaker allowed autonomous driving in unsuitable conditions",neg,neg
Heres what you need to know to start your day The first iPhone was released  years ago and swiftly turned the smartphone from a curiosity into our constant companion,neg,neg
"Monday Los Angeles rescuers help out in Florida, a still thriving black market for marijuana, and the brilliance of California sunsets",neg,neg
"Heres what you need to know to start your day Corrections appearing in print on Sunday, September ,  Apple will unveil a luxury iPhone on Tuesday that will feature innovations like facial recognition, but its price could be an issue in global markets Damage assessments begin from Irma as Houston regains its footing, and a big auto show in Frankfurt could be a breath of fresh air for BMW, Daimler and Volkswagen",pos,neg
"With Expo , the former Soviet Republic is trying to wean itself from oil and create a new global financial hub Our top  comments of the week Readers discuss the socalled Dreamers, incarcerated women fighting wildfires, and a nurse arrested in Utah Readers sound off on the latest headlines in sports",neg,neg
"Plucked out of bankruptcy after a data security problem seven years ago, a firm called Clear uses biometrics  fingerprints, iris scans  to speed up passenger identification at airports We are pleased to unveil a completely redesigned New York Times app for your iPad Learn how to get it We were expecting Rosie from The Jetsons or maybe CPO Why did we end up with Alexa Major League Baseball took the cautionary step of moving the threegame series, which begins Monday, to the Mets home",pos,neg
"Mr Dalio has created an unusual and confrontational workplace at Bridgewater Associates, the worlds largest hedge fund firm With a new book, he hopes to inject his ideas into the mainstream The Rose City is full of great food, shopping and comedy  all enhanced by a legalized pottourism scene The acre estate of David Rockefeller, who died in March, includes a Georgianstyle mansion and a complement of buildings for a gentleman farmer Chopped up fresh figs and a honeyed cream cheese frosting make this cake perfect for Rosh Hashana and beyond Erez Komarovsky influenced a generation of Israeli chefs by embracing local ingredients and dishes long before it was in style A number of bigname stars have new records this fall, including St Vincent, Beck, TheDream, Liam Gallagher, Leon Russell, Jessie Ware and Miley Cyrus",neg,neg
"Discovering the authors home in Maine, where he wrote Charlottes Web and heard those darn crickets This Colombian restaurant in Elmhurst specializes in glorious excess Heres what you need to know to start your day There are more reasons than ever to understand how to protect your personal information Major website breaches seem ever more frequent A spreadsheet created by employees to share salary information shows pay for women is falling short of what men make at various levels",neg,neg
The online retail giant said it is seeking a location in North America for a new complex that would cost as much as  billion to build and operate,neg,neg
Hollywood says the website and its increasingly ubiquitous Tomatometer scores are hurting ticket sales The sites editors say they are simply helping moviegoers A place for teenagers to engage with the news Tell us what got your attention and why Is the shift from company loyalty to outsourcing employees contributing to rising inequality,neg,neg
"Artists and executives from the Spanishspeaking world believe the hit song and the world of streaming have broken down barriers Heres what you need to know to start your day The Apple Watch, which is bound for an update Sept , has been called the new easiest way to cheat on exams A new play about Papp, the founder of the Public Theater, sets the tone for a season of audacious interpretations of the Shakespeare canon",pos,neg
Mr Fybish carved out a unique amateur niche in meteorological circles as an ardent hoarder and disseminator of weather data,pos,neg
"Wednesday Changes to an immigration protection law, a discussion with Carl Zimmer, and a womens convention A mandated reexamination of a  billion fine against the chip maker is a blow to Europes tough stance against American technology giants",neg,neg
"At Fenway Park, an Apple Watch is at the center of accusations that the Red Sox stole signs when they played their most bitter rival",neg,neg
Heres what you need to know to start your day,neg,neg
"The Court of Justice of the European Union is sending the case back to a lower court, a decision that bodes well for technology companies facing competition inquiries",pos,neg
"Americans cant afford to move to the cities with strong job markets like New York, San Francisco and Boston",neg,neg
"The team was already aware that Boston had used electronics to steal its signs, which is against league rules So there was little surprise in the clubhouse",neg,neg
"Jacqui Cheng, who leads The Wirecutter, a product recommendations site owned by The Times, has tested many consumer electronics products Here is what stood out to her",pos,neg
Heres what you need to know at the end of the day,pos,neg
Recalling an encounter with two members of New Yorks last championship basketball team,neg,neg
"When confronted by Major League Baseball, the Red Sox admitted they were using Apple Watches in a scheme to gain an edge at the plate Readers offer their ideas, including a peace treaty, ignoring North Koreas leader and a huge economic aid package",pos,neg
Business leaders objected to President Trumps decision to end Obamaera protections for children who entered the country illegally,neg,neg
"At nearly ,, Samsungs new device is part of a new category of highend smartphones with cuttingedge technology But it has plenty of flaws Nespresso plans a flagship store on Madison Avenue, cheese ephemera and shrimp grown aquaponically in a former mattress factory",pos,neg
"Major stock markets havent reacted strongly to the latest belligerence from North Korea, but several top fund managers are watching with fear Mr Hockneys new paintings are riveting in their spatial distortions A born colorist, hed rather be a Cubist",pos,neg
"With President Trump and Congress turning to tax policy, its worth revisiting a story about wealth from another era",pos,neg
"Afghans who risked their lives working for the US military were granted safe haven in California Danger awaited them there as well Some executives, even if they like the presidents economic policies, are drawing the line at efforts to end a program that shields young immigrants from deportation",neg,neg
"Heres what you need to know to start your day Shopping in the city may be a bit of a throwback But theres a young, savvy generation of mainland Chinese buyers that brands are eager to entice",pos,neg
"The plan, which officials said could still be changed, would give Congress time to come up with a legislative solution",pos,neg
"The release of a new Taylor Swift album is always an instructive lesson in marketing But with streaming dominant, the playbook is being rewritten With about  billion in USChina trade on the line, Washington must tread carefully if it wants to pressure Beijing to take a tougher line on Pyongyang The series showrunner, Courtney Kemp, and star, Omari Hardwick, help break down the episode and what it might mean for Season ",neg,neg
"While covering Silicon Valleys influence on schools, Natasha Singer, who comes from a long line of teachers, found that students had mixed feelings about classroom technology Focusing on core competence and outsourcing the rest has made US companies lean, nimble and productive It has also left lots of people worse off",pos,neg
"As teachers launch personal brands and cast themselves as influencers, startups and tech giants alike are racing to cultivate them to spread their wares A food historian says everyday, forgettable meals are where the real stories are",pos,neg
"Some have criticized a plan by retired detectives to celebrate the career of Louis Scarcella, who has seen convictions overturned in eight of his cases",neg,neg
"Two tech reporters analyze the weeks big tech news, including Ubers surprising new CEO and how Amazon might change Whole Foods",neg,neg
"Whether jumping from Android to iOS or vice versa, Apple and Google have tried to ease the process for their newcomers",neg,neg
"The survival of th Street Repertory Company, a relic from Greenwich Villages bohemian past, depends on the survival of its yearold doyenne Business leaders posted an open letter to President Trump asking him not to end a popular immigration policy, but it isnt clear whether hell listen",neg,neg
Americans are still divided over the legacy of the Vietnam War Can Ken Burns and Lynn Novicks hour documentary help put the demons of that era  and of our own  to rest,neg,neg
"Nvidia, a maker of graphics processing units, is riding an artificial intelligence boom to put its chips in drones, robots and selfdriving cars",neg,neg
"A century ago, factory workers went on strike to demand better conditions Today, startup hustlers celebrate their own exploitation",neg,neg
The Galleries column ventures to the West Coast for a look at several shows currently on view in Los Angeles,neg,neg
"Jack Rosenthal, a New York Times editor, developed a time capsule of objects representing everyday life It is not to be opened until the year ",neg,neg
"An Atlanta theater still believes in Holler if Ya Hear Me, which makes use of the rappers songbook but stumbled on Broadway in  Thursday The disruption of San Fernando Valleys porn industry, a Sacramento County sheriffs deputy is killed, and Los Angeles drops Columbus Day Before you buy the case for lower rates, think about Google, Apple, etc",pos,neg
The embattled Japanese company said it needed more time to choose an outside investor who could provide it with badly needed cash to cover losses elsewhere,neg,neg
"The Rolex Daytona, perhaps the most famous timepiece in the world, has resurfaced and is up for auction Collectors think it could fetch  million With Britain commemorating the th anniversary of the death of Diana, Princess of Wales, we looked through archival photographs and our own pages to remember her life Ubers new chief executive, Dara Khosrowshahi, said that an initial public offering wouldnt come until  at the earliest",pos,neg
"The chief brand officer of the rideshare company on diversity statistics and trusting brands If United Technologies strikes a deal for the maker of aerospace parts, it would be the biggest defense acquisition on record Wednesday Pondering Californias regions, a lingering heat wave, and a look back at Ishi, the last known survivor of the Yahi tribe The devices are poised to get smarter as advances are made in scanning D objects like your face",pos,neg
"In an unusual partnership, Amazon and Microsoft are working together to extend the abilities of their voicecontrolled digital assistants",neg,neg
"The streaming music service renegotiated the licensing deals with all three major musical labels, but concerns about its future profitability persist Dont expect him to become a politician, but the Apple CEO sees gaps in governmental social policies that he believes companies like his are obliged to help fill Heres what you need to know to start your day A distinctive Adriatic experience awaits in this Old World city, with its broad, breezy plazas, coffeehouses and cozy seafood restaurants Nearly  years after it changed the way we make restaurant reservations, the company and the new sector it created are still struggling Heres what you need to know to start your day Republicans are promising to stimulate investment and create jobs But steps to undo tax dodges may not produce the intended economic lift Dionne Searcey says that even with sometimes spotty internet connectivity, West Africans have embraced smartphones and apps like WhatsApp and Skype If you want to avoid overly checking your messages while on vacation, send your important correspondents to their own special mailbox and add alerts",neg,neg
"At , he might be playing the best tennis of his life The promotion for Star Wars The Last Jedi will involve an augmented reality event spread across some , stores in  countries Romania is a bargain compared to other countries on the continent It has everything you need for an affordable and impressive family trip Apple and George Clooney have both pledged  million to the civilrights organization But what does it really stand for Highspirited new picture books make learning letters and numbers an adventure A courts conviction of Lee Jaeyong, heir to the Samsung fortune, suggests the country will no longer trade political impunity for economic growth Two New York Times reporters discuss the weeks biggest events in Silicon Valley and the broader technology world Her new single, Look What You Made Me Do, is defined by her hardening view of others The song sets a mood for her sixth album, due in November The trial is one of several around the world examining platooning technology, where small convoys of trucks move in concert, aiming to cut emissions and congestion",pos,neg
"Heres what you need to know to start your day Wednesday Checking in with Antonio R Villaraigosa, Apples retreat on driverless cars, and restoring Lake Tahoe With the disruption of cable and broadcast distribution, the company is betting that a directtoconsumer model will be a new path to revenue growth The American technology company has no official presence in Iran, but millions of Iranian iPhone users have relied on local apps that are now blocked For those with hearing difficulties, your mobile device likely has easeofaccess features to help with notifications and more A novelist and new mother recreates her book collection for the next generation The Japanese conglomerate continues a run of making outsize bets on an array of startup companies Heroic exertions and occasional pitfalls at Wimbledon",pos,neg
"Selling Fiat Chryslers top brand might raise  billion But it would leave an emaciated rump and mean that Sergio Marchionnes last lap would be a dismal one The tech giant was going to build its own selfdriving car Now it is sticking to the underlying technology and testing it in an employee shuttle service With the introduction of new iPhones on the horizon, a look at many of the reasons that Apples smartphone has kept us in its grip for the last decade Jay Y Lee, heir to the Samsung empire, faces a verdict in a bribery trial that has riveted South Korea and put a focus on his management style A fierceness about rights and representation permeated the place Heres what you need to know to start your day",neg,neg
"Two Times reporters discuss the latest events of the technology world, focusing this week on Apple, Uber and how tech companies took action against neoNazis If you miss the expansive Start screen introduced in Windows  and retired shortly thereafter, you can revive it in Windows  The arrival of Apple, Facebook and Google means that the hypercompetitive world of scripted TV is going to become even more ferocious Pointed ears are not just for Spock anymore The popularity of Lord of the Rings has given rise to latex prosthetics and even surgical modification The growing emphasis on teaching kids computer literacy and programming skills has started to shape childrens fiction In this film, a group of Egyptians are confined to a police truck while political unrest mounts following the ouster of President Mohamed Morsi Tuesday Other eclipselike events, Trumps boyhood home, and the next eclipse Tuesday Talking to UC Berkeleys new chancellor, a shakeup at The Los Angeles Times, and your eclipse photos The former Grill Room of the Four Seasons now holds a restaurant with a fullbattery charge Watching divas, impresarios, maestros and virtuosos navigate musics grandest summer festival shows how the classical landscape has changed",neg,neg
"CEOs are speaking out on social and political issues in sometimes startling ways, recasting the role business plays in the national debate",neg,neg
I bonded with my mother while making clothes Now I bond with my daughter while disposing of them,neg,neg
"Mr Strahan is enjoying his last few idle Sundays  strolling in Central Park and driving in New Jersey  before he resumes his gig with Fox NFL Sunday If you opt to skip the cloud when it comes to backing up your iOS devices, you can store and manage the files through iTunes on your computer Pear, quince, strawberry All kinds of flavors are being brought into play by cider makers big and small Activists succeed by pursuing clear, deliverable goals Urging the employerservices giant to become an agile software company is nothing of the sort Our guide to cultural events in New York City for families with children and teenagers Tasting rooms without attitude, winefriendly menus and fields of wheat and spearmint are among the many charms of this region of Washington State The venture capital firm Benchmark spent years as a lowprofile backer of startups Now, its trying to challenge Uber",neg,neg
"The Timess Your Money columnist on his favorite finance apps, the gadgets he would love to dream into existence and his Spotify singalong sessions Music services face difficulties rooting out socalled hatecore music Wall Street took broad losses, led by weak quarterly reports from Cisco Systems and Walmart Stores The pioneering programmer discusses her career and the dangers the internet poses to culture, privacy and civility in Life in Code Chinas Alibaba and Tencent have rocketed this year to become global investor darlings, inching up on Facebook and Amazon, as their sway in China grows This summer has produced dramatic headlines around the globe Here are dozens of questions to test what you remember and help you learn more The Chinese authorities had ordered the publishing house to censor more than  articles related to sensitive issues or its site risked being shut down",neg,neg
"Judith Newmans To Siri With Love, about life with an autistic son, is both riotous and moving Working out during a language class amplifies an adults ability to memorize, retain and understand new vocabulary A tax on foreign buyers has slowed down the housing market in Toronto, which was gangbusters a year ago, but new condos are still selling quickly The alliance, which also includes Intel and Mobileye, could help Fiat Chrysler catch up in new technologies and fend off competitors from Silicon Valley",neg,neg
"Roger Lynch, the chief of the video streaming service Sling TV, will be the new chief executive and president of the struggling internet radio giant Her shows Greys Anatomy and Scandal will stay at ABC, but Ms Rhimes has an exclusive deal to create projects for the streaming giant Netflix If you want to capture your own images of next weeks solar eclipse, be sure to protect your eyes and your camera first The New York Times is following reaction to President Trumps mocking attack on the chief executive of Merck, who resigned from one of the presidents advisory councils The chief executives of Merck, Under Armour and Intel had the courage to resign as a presidential adviser, but others have been less forceful Three corporate chiefs have stepped down from an advisory council to the president The question is, will more follow",pos,neg
"Nine men from Morenci, Ariz, joined the Marines, together Only three returned Kameron Austin Collins offers us a challenging puzzle, but if you are willing to learn and adapt, you just might pull this one off The Dow and the SP  have diverged since November, when the Dow began to surge ahead Blame the gap on Boeing, Apple and Charles Dow There are three pretty joyful projects here that reward not only the pleasuredriven eater but the scientifically curious mind as well Making soy milk, making soft tofu, and making a savory caramel sauce not sweet like the one youre probably ac The bride and groom, both lawyers, met while working at the law firm Sidley Austin in ",neg,neg
"McCollough sketched his answers to our questions on a plane to Paris Hernandez did so while in bed  If you have a cellular data plan youd like to bring along from your old tablet, you might be able to move it yourself Silicon Valley has gone through many shoe style trends, including Crocs and Vibrams Now its Allbirds, the wool shoe that techies love to wear What we have in common with Donald Trump We all want to check Twitter on vacation In truth, interpersonal skills like collaboration, communication and empathy are vital to career success in technology",neg,neg
The chief executive of a cybersecurity firm says that adding more employees too quickly can erode the foundations of company culture,neg,neg
"A complaint from developers about restrictive rules is the latest challenge for Apple in one of its most important foreign markets The venerable aircraft maker is the Dows top performer this year, buoyed by its own execution and forces beyond its control The streaming service has extensive film and TV series offerings from Indias movie industry, but its not onestop shopping Several new apps allow people to secure a loan, browse a dealerships offerings and even negotiate a price  no haggling required Heres what you need to know to start your day",pos,neg
"The common ground between men and women is eroding, and not just in Silicon Valley Who needs a therapist when you can pay to hurl crockery and shatter TV screens with bats and crowbars, with or without your beloved On its first majorlabel album, A Deeper Understanding, the Philadelphia throwback band sticks to its principles Critics raise doubts over state subsidies and loosened environmental rules for the plant, but Gov Scott Walker says thousands of new jobs outweigh the costs From Aug  to , as part of a major league initiative, the team will deviate from its timehonored nameless uniforms Many transgender women say they feel increasingly unsafe, and that passing is necessary for survival The novelists characters have been called difficult women She would say they are simply women with desires Software settings or special headphones can protect childrens hearing from gadgets that play too loudly",neg,neg
"A sharecroppers son who became a recording, television and movie star, Mr Campbell also battled alcohol and drugs and became a public face of Alzheimers disease With just days left in a special legislative session, supporters of transgender restrictions are pessimistic about the chances of legislation in the face of business opposition In and around Grasse, France, a confluence of soil, sun and temperature nurtures the roses, jasmine and other flowers that make this town a perfume capital In recent years, the writer has amassed a new audience  a younger, mostly female group The postWorld War II swing musical will close after  performances A carefully plotted parental playbook can help with meltdowns and maladies",pos,neg
"By accelerating its plans for directtoconsumer streaming services, Disney hopes to address Wall Street concerns about growth After Google fired an engineer who wrote an antidiversity manifesto, the tech industry is under the microscope for penalizing dissenting opinions",neg,neg
"Thicker than applesauce, thinner than apple butter, apple jam is its own delight entirely No food mill or masher is required Most apples will break down into a thick, glossy mash on their own The few bits of apple here and there even enhance th But experts say it is still an open question whether the South Korean manufacturing giant has a clear strategy to carry it into the future A peek at the giant video boards at London Stadium can give runners, and even throwers, intelligence that can be the difference between winning and losing",pos,neg
"A primer to choosing the peertopeer payment app that best suits you Nearly a decade after the beginning of the financial crisis, concerns are rising that markets may be headed for a hard fall",neg,neg
"The FinTech Innovation Lab, a New York businessbacked program, has been working to help financialservices startups sell their services in New York",neg,neg
"Pop music is the opposite of nativism Surkus lets buzz seekers hire aspiring models and other attractive people to attend their promotional events Qualcomm is providing the money, expertise and engineering to help drive Beijings master plan to create its own technology superpowers Every decade experiences an unrealistic stock market mania, and it feels like we might be deep into one now",neg,neg
"Heres what you need to know to start your day Netflixs Wet Hot American Summer Ten Years Later and Amazons Comrade Detective bear unusual ideas for spoofing the past, but the execution is lacking Assumptions about how much Asians and Americans weigh appears to influence perceptions of national identity The savory, distinctive Portuguese wines come from unusual vineyards along the Atlantic coast, continental Europes westernmost growing region New efforts to tighten online controls show a shift in the way Beijing regulates content, with potential implications for researchers and businesses A highprofile discrimination and harassment case against the former dean of Stanford Universitys Business School was rejected by a judge this week The company, whose stock hit a record Wednesday, is leaning on the  billion iPhones it has sold to push other products and services The stock surge of recent months, ignited by policy prospects, is now driven by strong earnings and other factors that seem impervious to politics Heres what you need to know to start your day The Dow Jones industrial average finally broke the , barrier, but the question is whether the conditions that made it possible will stay",neg,neg
"Telling stories with data requires many of the same tools as other kinds of reporting, says an Upshot writer, Claire Cain Miller As the Trump administration takes on Beijing over intellectual property, global trade rules could favor China The investigation, focused on alleged intellectual property violations, marks a shift in policy toward Beijing after President Trump had emphasized greater cooperation",pos,neg
"Heres what you need to know to start your day The technology company said revenue rose  percent in the quarter that ended July  as Timothy D Cook defended the companys actions in China What if the problem we face is not too many blackhat hackers, but too few whitehat ones The data show that the nation as a whole is moving away from exclusionary conceptions of identity that President Trump benefited from",neg,neg
"The executive chef at the venerable Hudson Valley resort infused a dependable menu with purely regional flavors The results are delicious Tuesday Our city in instruments, the Intrepids Space  Science Festival, and official state symbols The American companys local partner tells customers not to offer ways to dodge Chinas internet filters, as a new cybersecurity law takes effect Tuesday Welcoming the Summer Games to Los Angeles, new obstacles for the bullet train, and the dangers of navigating the California coast If you prefer a different web browser than the one that came with your system, you can change the default settings The US tax system raises little money relative to other advanced nations, yet distorts saving and investment decisions, encouraging trickery",neg,neg
"The company is now opening more than a store a day in China The secret to success there, according to the coffee sellers chairman Mutual trust Heavy, bulging backpacks are a thing of the past  or can be with some smart tech purchases",neg,neg
"Monday The spread of warehouse work in inland California, UC Irvines rescinding of  acceptance letters, and a necropolis outside San Francisco Heres what you need to know to start your day",neg,neg
"Well be interviewing the person in Washington you want to hear from each week for our new podcast series Like other podcastcatching software, Apples app includes controls for keeping or automatically deleting episodes you have already heard Apples decision this weekend to give in to Chinas demand to remove unregistered VPN apps is a blow for the liberties of its customers This specialoccasion restaurant on the East River in Brooklyn was in many ways a pioneer, yet its understated charm and elegant owner still thrive The regions largest lenders will report secondquarter results, and economists guess that employers added around , jobs last month Crossrail is a megaproject meant to bind London together But in the wake of Britains vote to leave the European Union, it may signal the end of an ambitious era One contentious issue is whether Travis Kalanick will try to use a potential investment by SoftBank to regain power at the ridehailing giant",neg,neg
