date,snippet
2016-04-14,"The app, owned by Facebook, was shut down by a state criminal court when it did not hand over data requested by authorities The order was overturned An appeals court decision dealt a blow to government efforts to obtain emails stored overseas, mainly because laws have not kept up with technology HMD Global Oy, a new Finnish company looking to relaunch the Nokia brand for phones, said on Monday it has hired Pekka Rantala, the former CEO of Angry Birds maker Rovio, as its Chief Marketing Officer The European Union is planning to extend telecom rules covering security and confidentiality of communications to web services such as Microsofts Skype and Facebooks WhatsApp which could restrict how they use encryption Cisco Systems Inc is laying off about , employees, representing nearly  percent of the network equipment makers global workforce, technology news site CRN reported, citing sources close to the company"
2016-04-15,"Apple Inc will boost its investment in China, one of its largest but increasingly challenging markets, and build its first AsiaPacific research and development centre in the country, Chief Executive Tim Cook said on Tuesday Symbols are free speech, too We cant let Big Tech make all our choices"
2016-04-16,The company is financing a series of projects supporting European culture and education as its regulatory woes continue to compound
2016-04-17,"The rest of the world may think Americans eat a lot of burgers, have huge shopping malls and are ruled by an arrogant government And yet the Ugly American, it would seem, isnt all bad Americans are also seen from afar as generous tippers, fri Monster Worldwide, a former competitor of LinkedIn, has been sold to Randstad Holding of the Netherlands for a fraction of its former value In collaboration with a charter school network, Facebook has developed a studentdirected learning platform aimed at public schools"
2016-04-18,"In amassing Yahoo, AOL and other online services, Verizon is preparing for the day when its most important clients are advertisers, not users Now in its second year, the fair founded by the Microsoft billionaire Paul Allen featured artists such as Dawn Kasper, Adam McEwen and Wynne Greenwood Carolina Panthers coach Ron Rivera believes too much technology may wind up hurting the NFL game"
2016-04-19,"The biggest businesssoftware company thinks that information gathering could become a valuable adjunct to many of its database and applications efforts, and it has more data than anybody Think tanks are seen as independent, but their scholars often push donors agendas, amplifying a culture of corporate influence in Washington Microsofts Windows  Anniversary Update has just landed, but even if you chose the Express Settings during setup, you can still make adjustments"
2016-04-20,"Exchange wagering has been available since May in New Jersey and is part of a broader strategy to woo young gamblers comfortable with techfocused betting We need more due process protections to assure the accuracy of the algorithms that have become ubiquitous in our lives The business software omnivore is playing catchup in one of the hotter fields of tech Its NetSuite purchase is its latest thrust in that direction The tech giant wants to weave its intelligent assistant into other smart gadgets, even those not made by Amazon But weakness in mobile could be an obstacle Randstad, the worlds secondlargest staffing company, said on Tuesday it planned to acquire Monster Worldwide, the dotcomera survivor that owns Monsterboard and Jobscom, for  million  million pounds in cash and assumed debt"
2016-04-21,"The European Commissions newest charges add more time to the clock, a disadvantage in the evershifting tech market The topperforming funds of the second quarter included three that identify small and midsize companies with earnings that are expected to grow at aboveaverage rates Technology is now so pervasive in business that it might be time to call GE and Johnson amp Johnson tech stocks, not just the Silicon Valley stars"
2016-04-22,"The United States Court of Appeals for the Second Circuit reversed a ruling that Microsoft must turn over email stored in a data center in Dublin Oracles announced purchase of NetSuite is aimed at getting deeper into the game, while Amazon drew more than half its operating earnings from the segment Commercial aerospace startups are attracting access to investors with deep pockets and an abundance of software talent Apple Inc said it plans to offer rewards of up to , , to researchers who find critical security bugs in its products, joining dozens of firms that already offer payments for help uncovering flaws in their products Many other programs and online software services can open, view and even edit spreadsheets created by Microsofts flagship business application"
2016-04-23,"As Yahoo puts itself on the auction block, some of its first employees revisit their youth spent building a company that defined the early web This week analysts will consider how banks are responding to the lull in interest rates and the socalled Brexit vote and auto industry officials will address cybersecurity in cars Its the end of the line for Yahoo as an independent company, once valued at  billion In the Punta Mita resort and its surrounding area of the Riviera Nayarit, a new wave of cosmopolitan, higher spending residents has begun to roll in After just one firm raised onequarter of all funding in the second quarter, midsize investors are facing a future in which they could be squeezed out"
2016-04-24,"Twitter, Facebook, Google and Amazon shared their secondquarter earnings reports, and Yahoo agreed to sell itself to Verizon for about  billion When Rio de Janeiro was awarded the  Summer Olympic Games seven years ago, Wagner Bastos was a hotshot car salesman for Rio CitroenPeugeot Some months he earned , Brazilian reais  about , now and much more back then"
2016-04-25,"Plenty of internetready hardware can pull in programming over a broadband connection, and it takes just takes a few steps to set it all up"
2016-04-26,"Microsoft restricted its virtual helper to work only with its Edge browser and Bing search engine, but you can do voice searches right in Googles browser"
2016-04-27,"Alphabets X research lab is still being asked to imagine the impossible Only now, under pressure from investors, it has to imagine making money, too The company, which reported its worst quarterly revenue growth ever, is betting on live streaming video and direct response advertising to combat stagnant demand"
2016-04-28,"Bruce Haight returns, and has advice on playing ping pong with Will Shortz Early versions of Microsofts new browser did not include support for extensions, but the next big update to Windows  brings extensions and more The deal, among the largest in Oracles history, is at the heart of the companys fight to remake itself for the modern world of cloud computing"
2016-04-29,"Apple and Dell, longtime rivals in the battle over sales to educators and students, now have plenty of company from companies like Amazon and others Investors were unimpressed after both companies lost money while under threat from larger rivals like Cisco Long before tech companies were competing for cloud customers, startups were calling themselves application service providers Same thing Apples Photos for OS X has a button for oneclick improvements to your pictures, but it also includes a toolbox for more detailed adjustments"
2016-04-30,"Quarterly revenue from Azure, the cloud business it introduced to compete with Amazon, rose more than  percent Microsoft Office has been around for more than  years, and today there are several ways to get the software  including free"
2016-05-02,"Mr Snowden, speaking from Russia to an MIT Media Lab conference, said the idea was to alert users to electronic surveillance in dangerous areas"
2016-05-03,"As Yahoo accepted the final bids for its core business, it revealed just how badly that business was deteriorating revenue fell  percent last quarter and profit dropped  percent Shares of Microsoft, Intuitive Surgical and the uniform rental company Cintas rose for the day, with the tech sector leading the way"
2016-05-04,"Apps and other technology could complement mass transit by offering passengers alternative ways to travel from home to a transit stop, then on to their final destination"
2016-05-05,"Some web pages are coded to automatically open links in new windows, but you can also use keyboard tricks with your mouse clicks to pop open new pages"
2016-05-09,"A look at the American election by a Times foreign correspondent, approaching the topic in much the same way as we would events overseas, deciphering the action for a global audience The valley has found its next shiny new thing in AI, and financiers and entrepreneurs are digging in with remarkable exuberance SoftBank Shares Plunge After Deal Announcement  Yahoos Revenue Slumps"
2016-05-10,"A comparison of popular cable replacement services finds annoyances, like restrictions on content and missing channels"
2016-05-11,The spouse of Britains new first gentleman is likely to face a brighter spotlight and harsher scrutiny for his ties to the world of finance
2016-05-12,"Early adopters can try the new messaging app and improved photo software, and they can help the tech giant fix problems before the full release in the fall Firms Offer to Help New Lawyers Pay Student Debt  Bayer Raises Bid for Monsanto In some ways, the stock markets gains reflect economic weaknesses, not strengths"
2016-05-13,"Cameron Crowe starts in familiar territory  then loses control  in Roadies The BET Awards remember Prince And Game of Thrones wraps its season The company, best known for its stun guns, has drawn criticism for its relationships with the police and its sales tactics, which it says are common Tech leaders oppose Donald J Trump, a privacy verdict favors Microsoft and Pokmon Go gets tens of millions to play in the streets"
2016-05-14,Mining comedy from a group of socially awkward engineers trying to sell a technology that people need but dont fully understand
2016-05-15,"The new Amazon site will offer free lesson plans, teaching modules and other digital resources for educators Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials"
2016-05-16,Microsoft and other sites and companies have troubleshooting steps to take if you click the Windows  Start button and nothing happens
2016-05-17,"Mergers and acquisitions bankers and lawyers pegged the decline to concerns about antitrust regulation, the United States presidential election and last weeks Brexit vote"
2016-05-18,Volkswagen to Settle Diesel Claims in US  Lyft is Said to Hire Qatalyst Some streaming services now allow temporary downloads of certain videos to watch when you do not have internet access
2016-05-19,"Microsoft and Apple regularly prod users to update their systems, but some holdouts have good reasons to stay a few versions behind China has the largest number of computers among the top   a first for any country other than the United States Knowing the answers used to be one of the rules of success, but companies are discovering that asking questions can help generate innovative ideas Sharing your location with your apps and operating system has its advantages But if youd rather not, you can disable the function Mr Turner, Microsofts chief operating officer, is the latest in a spate of technology executives to join a financial firm"
2016-05-20,"Heres what you need to know about the weeks top stories Underneath the braggadocio and evisceration of professional nemeses in Antonio Garca Martinezs book lies the beating heart of a formidable teacher CocaCola and Apple might not be excited for Cleveland, but some people are Or at least theyll be relieved when its over"
2016-05-21,"Besides offering autocorrection and anticipating a users next words, keyboard apps provide search features and can customize the keys layout Deutsche Bank Pulls Back from Coal Deals  DealScouting Firm Scores Again With Danone Bid"
2016-05-22,"Were trying something new California Today, a morning update for our California readers Tell us what youd like to see CAtodaynytimescom"
2016-05-24,"LinkedIn shares soared and Microsoft stock fell after Microsoft agreed to buy the professional networking services firm for  billion George Soros, Leon Cooperman and other top investors confidently predicted that Britain would remain in the EU Now theyre proceeding with caution"
2016-05-25,"Many Britons want to stop paying for an unwieldy club often hobbled by a lack of consensus While the stores are not expected to have a large impact on the companys market share in India, some analysts say the change could help Apple attract the top tier of Indias smartphone buyers"
2016-05-26,Supreme Court Rejects Puerto Rico Law in Debt Restructuring Case  Libyan Fund Claims Goldman Sachs Exploited Its Financial Navet
2016-05-27,"As Facebook commands a growing share of advertising revenue, and ad executives voice suspicion, Facebook itself talks of cooperation"
2016-05-28,"Snapchat is enjoying a positive run, and the leading presidential candidates have both expressed skepticism toward the tech industry"
2016-06-01,"The planned airborne launcher  funded by Paul Allen, a Microsoft founder  is more than threequarters finished, but questions about its business model linger"
2016-06-02,Heres what you need to know at the end of the day
2016-06-03,"When companies funnel money into their own shares, earnings per share look better, but the buybacks can siphon money away from investments in innovation"
2016-06-05,Microsofts Remote Assistance function works through Windows so friends and family can provide technical support over the internet
2016-06-07,"Their numbers plummeting due to poaching, elephants have become a cause du jour for Hollywood, fashion and the art world luminaries The company, the latest in a string of sponsors to drop out, was said to be uncomfortable with Mr Trumps comments on trade with China, data encryption, Muslims and immigrants"
2016-06-08,The tech giant is funding businesses around the world developing local strategies to deliver the Internet to the roughly four billion people not yet online Research suggests that peoples predictions of a voting outcome are often more accurate than their stated intentions
2016-06-09,"Michael Kinsley, the famed writer and editor, has Parkinsons disease Now hes trying to guide baby boomers into old age Buying into new features that shape emoji could mean giving tech companies the power to control our creative expressions"
2016-06-10,Heres what you need to know to start your day
2016-06-13,"Heres what you need to know to start your day Microsofts online filestorage service is there to copy your files to the cloud, but you can decline the offer Mr Trump and the Republican National Committee could not enter Quicken Loans Arena, where the convention will be held, because it was still being used for the NBA finals"
2016-06-14,"When two selfdescribed tech geeks slide into a relationship that seems too easy, they design a monthlong trial to expose its flaws Heres what you need to know to start your day If a Fortune  company enters the pot business, especially in helping the authorities tax the stuff, can more legalization be far away"
2016-06-16,"Windows  includes some programs apps that may not be on or off by default, but you can take matters into your own hands The Worldwide Developers Conference is scheduled in San Francisco and China awaits a decision that could add its domestic shares to a major global stock index"
2016-06-17,"Foxconn, the Taiwanese technology giant, and HMD Global, a Finnish company, have signed a licensing agreement to revive the brand The couple met and graduated from the University of Pennsylvania, where the bride received two bachelors degrees and the groom one Viacom Battle Escalates Again  Microsoft Moves Into the Marijuana Business"
2016-06-18,"Streaming audio and video apps turn your phone or tablet into a mobile entertainment center, but can chew up your monthly service plan Leaks can work both ways for companies, though the conventional wisdom is that they hurt deals more than help Heres what you need to know at the end of the day A ruling on how you get internet content means the neighbors blog matters as much as Netflix And Netflix cant be charged extra for being a data hog"
2016-06-19,"Heres what you need to know to start your day Several startups have dedicated themselves to creating programs, incubators or accelerators to train blacks and Hispanics for tech jobs"
2016-06-20,"Analyzing queries on Bing, researchers found warning signs of symptoms of pancreatic cancer before the disease was diagnosed All code contains a small number of exploitable defects Governments stockpile those vulnerabilities for surveillance, or destruction Speaking in front of people can be terrifying Several apps can help ease jittery nerves and possibly make you a more effective and eloquent speaker"
2016-06-21,"The computer company joins CocaCola and Microsoft in deciding to significantly curtail or eliminate its monetary support to the Republican National Convention The Wall Street firm said it was overhauling performance evaluations in several ways, including discarding a numerical scale in favor of adjectives The meanspirited practice of griefing, or marring others online experience, started off harmlessly in video games but is now widespread on the web"
2016-06-23,Windows and Mac OS X include tools to convert pages in the web browser to PDF files on the computer
2016-06-25,Silicon Valley has a long list of big companies that have become the centerpiece of the local economy The Big Apple is looking for that tech giant
2016-06-26,Monsanto Refuses Bayers Offer  EU Extends Another Lifeline to Greece
2016-06-27,"Like Apple and Google have done for their own gadgets, Microsoft has a way for users to track down missing Windows  hardware Some OS X versions of the popular business suite need a little extra help to be updated properly"
2016-06-28,"In a first since the Watergate era, the Republican and Democratic nominating conventions will be bankrolled solely by corporations and wealthy individuals The web giant said the move was to protect its users from such lending, which often leads to unaffordable repayment terms and financial harm As sales dwindle, most of the reduction will come in Finland, where the mobile business bought from Nokia originated European efforts to rein in the largest American tech companies are only a taste of what countries like Brazil, India and China are likely to do"
2016-06-29,"The investment in the Didi Chuxing ridehailing app enlarges the American giants Asian footprint as it comes under greater scrutiny from Beijing When a value investor buys in, its a sign that a highflying growth company has joined the ranks of venerable tech companies like IBM and Intel Heres what you need to know at the end of the day"
2016-06-30,Behindthescenes lobbying heightens in this next phase of a divide over digital security that erupted when Apple refused to help unlock an iPhone used in a mass shooting
2016-07-01,Three books explore the business models of companies that serve as multisided platforms that connect advertisers to consumers
2016-07-02,Apples abandoned QuickTime multimedia software for Windows can put a PCs security at risk Googles Home device puts it in the race to become the goto company for AI  along with several rivals
2016-07-04,"Even if you did not prepare for a possible password problem, you may still be able to get back into your locked PC"
2016-07-08,"More than a halfdozen prominent former national security officials support Apple in the debate over balancing privacy and security in the digital age Heres what you need to know at the end of the day A majority of Windows users are still avoiding the move to Windows  because of upgrade headaches, but there are ways around them"
2016-07-12,The bride and groom met in  as law students at Columbia University A committee with ties to the countrys military and security agencies is requiring foreign tech giants like Apple to answer questions about encryption and data storage
2016-07-13,"Eight women formed Project Include, a nonprofit effort to collect and share data, hoping to diversify the rankandfile in Silicon Valleys tech companies Heres how Googles voicecontrolled, Internetconnected speaker compares with Amazons popular Echo device"
2016-07-14,"A virtual assistant designed to compete with the Echo from Amazon and other artificial intelligence devices coming from Microsoft, Apple and Facebook"
2016-07-15,"Complainants contend the company favored its own mobile services over those of rivals in violation of European law Firstquarter results are expected to be in for Facebook, Amazon, Apple and Twitter, as well as for some of Europes largest banks Malicious programs are locking up files and demanding money, but awareness and antivirus software can help protect your PC Microsofts update to Windows  has had complications for some people, but you can prepare for a few of the unexpected side effects The reviews, which require company employees to appear in person, involve consumer software and mainstream devices and look at encryption or data storage"
2016-07-17,"Government officials and Apple representatives showed no sign of compromise in their battle over encryption and privacy, as they appeared before a congressional panel The bride and groom both went to Cornell, but didnt meet until being introduced in New York in  The intertwined issues of privacy and secrecy will force Congress to finally deal with the world of digital information"
2016-07-18,"Amazon made a profit of  million in its most recent quarter, and its Amazon Web Services was the star of the show Prosecutors wanted to keep Facebook from telling users about  subpoenas of their data But a judge refused, saying the need for them was not specific enough What symbols seem missing from the current options"
2016-07-19,"Quentin Hardy fills in for Farhad Manjoo and joins Mike Isaac for a discussion of virtual reality and how Facebook is trying to get ahead of the pack Both revenue and earnings were short of analysts forecasts, and the companys shares fell after hours The Houses unanimous vote to strengthen email privacy should encourage the Senate to take up the measure and approve it speedily With another section of the island set to open this summer, Leslie Koch is retiring as president and chief executive of the Trust for Governors Island Flat design wins again over skeuomorphism Youll get over it, experts say"
2016-07-20,"How a clunky Swedish computer game is teaching millions of children to master the digital world The online retail giant reports quarterly earnings on Thursday, after tech companies including Apple and Microsoft posted weakerthanexpected results"
2016-07-21,"Smartphone and tablet apps, some of them compatible with Microsoft Word and Scrivener, that can help writers craft their novels, screenplays or articles Shares rose  percent after the company reported net income of  million, in contrast to last years loss of  million The driving force pushing the recent European action against Googles search engine was a consortium of corporate rivals Hillary Clinton is favored to win the White House, according to betting markets, but the GOP isnt rushing to hold a Supreme Court nominee hearing With online spending set to surpass television as the biggest ad category in the country this year, companies are considering new ways to reach audiences"
2016-07-22,"The tech giant will not provide cash donations to the Republican convention this summer, the company announced in a blog post on Friday"
2016-07-24,"Shares of Apollo Education Group, which runs the University of Phoenix, rose sharply after a group of investors raised its bid for the company"
2016-07-25,The company is challenging the use of secrecy orders that prevent it from telling people when the government obtains a warrant to read their emails Newly won board seats at Yahoo and Marvell are just the latest achievements for a fund that has become one of the busiest activist investors European regulators say the companys Android phone blocks rival services
2016-07-26,"Intuits willingness to change course was an asset when Xero established itself as a clear alternative to QuickBooks, especially in foreign markets"
2016-07-27,"Mr Schiffman, a former cohead of media banking at Lehman Brothers, will be the Internet conglomerates chief financial officer The iBooks Store and iTunes Movies were closed six months after they began in China, which had been more welcoming of Apple than other tech companies The oil producer lost its AAA rating, leaving only two American companies with the highest rating Microsoft and Johnson amp Johnson"
2016-07-29,"The tentative Uber settlement leaves unresolved the dispute over the companys practice of keeping its drivers as contractors instead of employees A look at Mr Trumps airplanes and helicopters suggests that their value rests chiefly in their marketing potential, with the candidates stamp of status masking an aging fleet The European Union is arguing that Googles mobile operating system does not offer enough diversity of product, but consumers swamped in preloaded apps would disagree Facebook is scheduled to release its quarterly results on Wednesday, and its performance is expected to brighten the shadow cast by Apple, Google and others"
2016-07-30,"The creators of the popular app, which centers on meeting up with friends in person, refuse most interviews and have turned away potential investors A deeper reading of recent earnings reports shows an industry in transition, and perhaps getting ready to get even bigger In withdrawing complaints with authorities worldwide, the companies said they would try to resolve future disputes before protesting to regulators"
2016-07-31,"The social giant is opening up its messaging app so that any outside company, like Applebees or Flowers, can create a bot capable of interacting with real people"
2016-08-01,Revenue for the Google holding company was about  million less than expected Heres what you need to know to start your day
2016-08-02,"Googles free apps offer an easy way to keep your data current on all your screens, but thirdparty software can work, too Microsofts free offer for Windows  and Windows  users expires in July, but the company has not announced what will happen next"
2016-08-04,"Apple and the FBI will defend their positions on encryption And Volkswagen faces a Thursday deadline to present its plan to fix , diesel cars in the United States The company, the largest semiconductor maker, will lay off  percent of its work force as it shifts to supplying chips for phones and other devices Silicon Valley has fallen in love with AI assistants, but so far theyre hardly impressive Is it the industrys fault, or is it ours Shares of Microsoft and the Google parent Alphabet sank after results fell short of forecasts"
2016-08-05,"Technology companies that turn back to their creators have a mixed track record An account of the growth of Alibaba, the huge digital marketplace Europes competition chief said Google unfairly promoted its services with cellphone makers, limiting rivals in the smartphone software market"
2016-08-06,"With the onslaught of smartphones and tablets, even people who depend on PCs now lack passion for these onetime miracle products"
2016-08-07,Common PDF reader apps for the iPad give you ways to transfer the files on your tablet to your computer
2016-08-08,"Mr Campbell, who advised the likes of Steve Jobs at Apple and Larry Page at Google, helped shape the technology industry Through the funds, companies scout for new products or services and business partners, but critics say the funds contribute to inflated valuations As the Internet gets to be a bigger part of everyones lives, it may increasingly be that only the biggest Internet companies can do Internetscale tasks"
2016-08-09,The regions national regulators say the socalled Privacy Shield agreement does not sufficiently protect their citizens rights Readers sound off on the latest headlines in Sports
2016-08-10,"Yahoo and the Buyback Mirage  Law Graduate Who Sued Her School Loses at Trial Potential buyers for Yahoos businesses are wondering just what is for sale Kathy Chen served a stint in the Chinese military and was involved in a venture that was partly owned by the countrys domestic security ministry Despite mining peoples data to earn billions of dollars, the search giant has been given the power to police some of the regions tough privacy rules"
2016-08-11,Heres what you need to know at the end of the day
2016-08-12,The software giant argues in a lawsuit that law enforcement is too aggressive in seeking gag orders on its information requests
2016-08-15,Programmers have already revolutionized the game with defensive shifts Now they hope a new wealth of data will stop the spate of torn ulnar collateral ligaments and its accompanying epidemic of Tommy John operations Tumbling prices for oil and gas and bankruptcies in the coal industry have pummeled Wyomings energydependent economy and unraveled a thin safety net
2016-08-16,"A comparison of the virtual reality systems looks at what each includes, the computers and accessories needed, and the apps and games available The quarters topperforming mutual funds sought stock in companies that not only paid dividends, but that also had a durable business and a burly balance sheet Philanthropic efforts of those who made billions in the tech industry have put the Pacific Northwest at the epicenter of a push to improve global health Microsofts Edge browser comes with a tool that lets you scribble, highlight and make other notations on your personal copy of an open web page"
2016-08-17,"The program, Expa Labs, will take a smallerscale approach to helping startups grow from idea to prototype to marketable product The European hotel group is acquiring the British shortterm vacation rental company just as concerns mount about the health of Europes tech scene Ford Motor tries to shed Rust Belt image as it makes over its headquarter buildings in Dearborn, Mich, into a hightech campus Heres what you need to know to start your day"
2016-08-18,"Heres what you need to know at the end of the day If you miss some of the handy shortcuts from earlier versions of Windows, you can easily add them This economics of tiny things demonstrates the global power of the few companies, including Amazon, Microsoft and Google, that can make fortunes from the small The company, famous for its personal finance and tax programs, has sold off its traditional software business and reinvented itself as an online service Features being added to Googles calendar will let users program in their aspirations for times when they dont have work or meetings scheduled"
2016-08-19,"Zipline, a startup based in California, raised  million and partnered with the small African country to shuttle packages of blood and emergency medicine"
2016-08-20,"Mr Rubinstein, who worked closely with Steve Jobs for many years and most recently led Apples iPod team, will join the hedge fund in May"
2016-08-22,"The familiar old Control Panel screen still lives within Windows , but you do not have to dig around the system to find it Heres what you need to know at the end of the day"
2016-08-23,"After racking up a historic NBA season, the teams owners  most of them from Silicon Valley  think their management style deserves some of the credit Are they right"
2016-08-24,"Game apps show off the graphics ability of Apples new, smaller iPhone and iPad Pro, and some productivity apps are well suited to the devices"
2016-08-26,"The larger question isnt going to be answered in the courts, and shouldnt be, said James B Comey Jr, who is fighting Apple to unlock a mass killers iPhone"
2016-08-27,"The semiconductor chip was a development as momentous as hydrocarbon fuels, electricity and telephones were in earlier eras The new operating system has had the fastest adoption rate of any Windows version, and the company revealed plans for artificial intelligence and augmented reality projects The round, which brings Slacks venture financing to  million, was led by the new investors Thrive Capital with participation from GGV and Comcast Ventures"
2016-08-30,"After a nasty Android bug surfaced last summer, Google has been sending out monthly updates for the software on its Nexus hardware Starboard Value is putting up a slate to replace every director on Yahoos board, an unusual step that means the race is on to sell the company ValueAct deserves credit  or blame  for virtually everything that happened to Valeant Pharmaceuticals over nearly the last decade"
2016-08-31,"Amazon, Google, IBM and Microsoft are using high salaries and games pitting humans against computers to try to claim the standard on which all companies will build their AI technology As Apple battles the FBI over unlocking an iPhone, European governments are pushing for greater access to peoples digital lives Reasons given for the turmoil at Valeant Pharmaceuticals include its cuts in research and development, its drug pricing and investors influence Apple and Microsoft led tech stocks higher, while energy companies fell along with the price of oil"
2016-09-01,"If you cannot upgrade to Windows  and you do not want to buy a new PC, you may still have alternatives Techs new architecture melds large computing clouds and artificial intelligence to create efficient computing resources and databased businesses"
2016-09-02,You can see what software and security patches Microsoft has pushed out to your PC by looking in the Windows Update history
2016-09-03,"With stocklike trading, instant visibility and low fees, exchangetraded funds have experienced explosive growth in the last  years The Microsoft cofounder said that stopping terrorism is in the public interest, but that government needs must be balanced with privacy safeguards As it competes with Amazon and Google, the Windows maker is trying to make it easy for customers to migrate their technology to mobile and the cloud In addition to virtual currency, Ethereum also provides a way to create online markets and programmable transactions known as smart contracts"
2016-09-05,Those moving on from Googles Picasa software can find plenty of other photomanagement programs that support facetagging
2016-09-06,"Now that a third party claims to have cracked the iPhones encryption, Apple may need to revisit how it safeguards its products Justice Sandra Day OConnor said she had never played video games until a few years ago But now she is using them to teach students valuable civics lessons"
2016-09-07,"A complicated set of factors influences the reactions of technology companies to government demands to unlock a path to customer data The performers work, which is having an encore run at LD Art amp Technology Center, is continually being refined At Pure Storage, a device introduced on Monday holds five times as much data as a conventional unit Get recommendations from New York Times reporters and editors, highlighting great stories from around the web Today, great reads from Jason Stallman, Lynda Richardson and others The chief executive of AdRoll encourages his employees to share their fears, uncertainties and doubts in order to cleanse the companys toxins Shareholders of TiVo would receive a combination of cash and stock, sources said, though the exact price was still being negotiated The bot, TayandYou, was put on hiatus after making offensive statements based on users feedback, like disputing the existence of the Holocaust"
2016-09-08,"Windows  offers several ways to get a forecast on your screen Robert W Seiden has built a legal specialty representing American investors who are suing Chinese companies saying that they were swindled Apples ebooks program for OS X includes tools for making margin notes, highlighting passages and sharing your favorite parts of the story Federal Reserve officials said the economy had improved further, but that global pressures still posed risks Heres what you need to know at the end of the day, including the latest on the Brussels attacks Apple does not pay hackers to find and report bugs, which may explain why a third party has offered to help the government break into an iPhone A new project seeks to collect, label and pay for mobile sensor data and encourage innovation in many fields A twoday conference featuring machine learning software and tools is aimed at demonstrating Googles commitment to cloud computing The increasingly exasperated activist hedge fund, which memorably tormented Darden Restaurants, the Olive Garden owner, is seeking to claim its biggest corporate scalp yet"
2016-09-09,"Smartphone virtual assistants often fail in their responses when someone is in distress, a new study that tested phrases such as I was raped has found If you miss the digitalvideo recording functions of Windows Media Center, you can find other ways to watch and record your favorite broadcast shows In one of the topselling games right now, you are a lonely forest ranger looking for friendship Heres how the walking simulator went mainstream Hillary Clinton portrayed herself as the only candidate who has presented a detailed plan to defeat the Islamic State, which took responsibility for the terrorist attacks in Brussels"
2016-09-10,"At a news conference to unveil smaller versions of the iPhone and iPad, Tim Cook, the chief executive, addressed the companys fight with the FBI"
2016-09-12,Apples chief received a standing ovation on Friday for opposing a court order requiring Apple to help law enforcement officials break into an iPhone
2016-09-13,"The studios are Lionhead, which is based in Britain, and Press Play, which is based in Denmark For the first time, Microsoft is enabling SQL Server, its software for managing business data, to run on a competing operating system President Obama told an audience of technology enthusiasts he supported efforts to gain protected information from electronic devices, opposing the stance taken by Apple"
2016-09-14,"Apple has acquired an augmented reality startup called Flyby Media and hired the former director of the Center for HumanComputer Interaction at Virginia Tech I should be used to strangers bending and twisting my military service to suit their needs But Im not Heres what you need to know about the weeks top stories The move puts Facebook alongside other United States technology companies that have also faced antitrust investigations into their activities across the region The chat goes from new talking devices, a drone that sees things, goggles really and the Apple cliffhanger Wheres Mike, anyway As some tech sectors show signs of slowing, cloud services have created remarkable demand for highly educated engineers and mathematicians And they are being compensated very well A number of startups are developing a new generation of pattern recognition software that is slowly and steadily advancing artificial intelligence The voicecontrolled computer has the potential to become a dominant force in the most intimate of environments our homes Some technology experts say two artists are overselling their prowess regarding the digital swiping of a bust of the queen at a Berlin museum"
2016-09-15,"Ballmer, the former Microsoft chief executive, is a creative owner and a screaming, trampolinebouncing presence at the teams games US officials need to weigh the uncertain benefits against the broader implications of breaching personal security, the high commissioner said"
2016-09-16,"Virtual assistants from tech behemoths including Apple, Microsoft, Amazon and Google are graded on their abilities to actually be of assistance The White House summoned executives from social media and entertainment to Washington for talks on countering recruiting efforts by extremists The agreement revamps the rules for how companies collect and use online data, including social media posts, search queries and ecommerce purchases Silicon Valley appears to be siding with Apple in the San Bernardino iPhone case, overcoming worries about the consequences of an unfavorable ruling Industry titans like Amazon and Oracle are duking it out for cloud engineers, taking swipes at the competition and attracting workers with salaries as high as  million Google is retiring the free photoediting program and urging its users to give the newer Google Photos software a try The company is trying both to quell an activist insurgency and to explore selling itself at the same time Either would be difficult alone"
2016-09-17,"A summary of the latest developments in the battle between Apple and the FBI over unlocking an iPhone used by one of the attackers in the mass shooting in San Bernardino, Calif WILSONMark Robert , of Altamonte Springs, FL and New York City, NY passed away unexpectedly Saturday, January ,  in his home in Florida He is survived by his mother, Shela, and his brothers CharlieCosmo Deanna and Jeffrey, all of Al If you have no idea what kind of graphics card is under the hood of your computer  PC or Mac  there is an easy way to find out Although fears of a computerspawned apocalypse, stoked by grim predictions of some scientists, began decades ago, the current state of machines may offer reassurance"
2016-09-18,"The cuts, about  people, will mostly affect the companys sales teams, David Sacks, the chief executive, said Five years after a computer won Jeopardy, excitement over AI is at a peak, but the commercial potential of the achievement will take some years to be realized Two German artists digitally nabbed a famous bust of Queen Nefertiti, printed a copy for Egypt and released the data files to the world"
2016-09-19,"As fears grow in the United States, European startups and venture capitalists say the problems are starting to spread across the Atlantic There are many more black and Hispanic students majoring in computer science and engineering than work in tech jobs So why arent they being hired In a court filing, Apple said the order had broad implications that would inflict significant harm  to civil liberties, society and national security The encryption debate and the governments legal action against Apple have created more tension between the company and the Obama administration Heres what you need to know at the end of the day"
2016-09-20,"DeepMind, a research organization, said that a program combining two separate algorithms had soundly defeated a highranking professional Go player If Apple is hitting a plateau because of slower iPhone growth, its one of the highest plateaus ever reached in the business world  MARK  WILSON WILSONMark Robertbrbr , of Altamonte Springs, FL and New York City, NY passed away unexpectedly Saturday, January ,  in his home in Florida He is survived by his mother, Shela, and his brothers CharlieCosmo "
